0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00
7.001999999999999780e+00,4.467661580737735533e-02
8.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,0.000000000000000000e+00
1.100000000000000000e+01,0.000000000000000000e+00
1.200000000000000000e+01,0.000000000000000000e+00
1.300000000000000000e+01,0.000000000000000000e+00
1.400000000000000000e+01,0.000000000000000000e+00
1.500000000000000000e+01,0.000000000000000000e+00
1.600000000000000000e+01,0.000000000000000000e+00
1.700000000000000000e+01,0.000000000000000000e+00
1.800000000000000000e+01,0.000000000000000000e+00
1.900000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+01,0.000000000000000000e+00
2.100199999999999889e+01,4.467661580737735533e-02
2.200000000000000000e+01,0.000000000000000000e+00
2.300000000000000000e+01,0.000000000000000000e+00
2.400000000000000000e+01,0.000000000000000000e+00
2.500000000000000000e+01,0.000000000000000000e+00
2.600000000000000000e+01,0.000000000000000000e+00
2.700000000000000000e+01,0.000000000000000000e+00
2.800000000000000000e+01,0.000000000000000000e+00
2.900000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+01,0.000000000000000000e+00
3.100000000000000000e+01,0.000000000000000000e+00
3.200000000000000000e+01,0.000000000000000000e+00
3.300000000000000000e+01,0.000000000000000000e+00
3.400000000000000000e+01,0.000000000000000000e+00
3.500000000000000000e+01,0.000000000000000000e+00
3.600000000000000000e+01,0.000000000000000000e+00
3.700000000000000000e+01,0.000000000000000000e+00
3.800000000000000000e+01,0.000000000000000000e+00
3.900000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+01,0.000000000000000000e+00
4.100000000000000000e+01,0.000000000000000000e+00
4.200000000000000000e+01,0.000000000000000000e+00
4.300000000000000000e+01,0.000000000000000000e+00
4.400000000000000000e+01,0.000000000000000000e+00
4.500000000000000000e+01,0.000000000000000000e+00
4.600200000000000244e+01,4.467661580737735533e-02
4.700200000000000244e+01,4.467661580737735533e-02
4.800000000000000000e+01,0.000000000000000000e+00
4.900000000000000000e+01,0.000000000000000000e+00
5.000000000000000000e+01,0.000000000000000000e+00
5.100000000000000000e+01,0.000000000000000000e+00
5.200200000000000244e+01,4.467661580737735533e-02
5.300200000000000244e+01,4.467661580737735533e-02
5.400000000000000000e+01,0.000000000000000000e+00
5.500600000000000023e+01,7.722693830523129355e-02
5.600399999999999778e+01,6.311893535223800367e-02
5.700600000000000023e+01,7.722693830523129355e-02
5.800399999999999778e+01,6.311893535223800367e-02
5.901599999999999824e+01,1.254750971308649654e-01
6.000800000000000267e+01,8.908422980528035717e-02
6.100999999999999801e+01,9.949874371066198819e-02
6.201400000000000290e+01,1.174904251417961260e-01
6.302199999999999847e+01,1.466833323864712157e-01
6.400799999999999557e+01,8.908422980528037105e-02
6.502800000000000580e+01,1.649727250184102323e-01
6.601600000000000534e+01,1.254750971308649932e-01
6.703799999999999670e+01,1.911962342725400110e-01
6.800600000000000023e+01,7.722693830523129355e-02
6.903400000000000603e+01,1.812291367302730216e-01
7.001999999999999602e+01,1.400000000000000133e-01
7.102200000000000557e+01,1.466833323864712435e-01
7.202599999999999625e+01,1.591351626762608218e-01
7.302599999999999625e+01,1.591351626762608218e-01
7.402400000000000091e+01,1.530490117576719100e-01
7.505400000000000205e+01,2.260176984220483853e-01
7.602800000000000580e+01,1.649727250184102323e-01
7.704399999999999693e+01,2.050950998927082991e-01
7.803000000000000114e+01,1.705872210923198296e-01
7.906799999999999784e+01,2.517459036409530615e-01
8.002599999999999625e+01,1.591351626762608218e-01
8.105800000000000693e+01,2.337434491060658703e-01
8.203600000000000136e+01,1.862900963551202826e-01
8.306399999999999295e+01,2.447529366524536787e-01
8.403199999999999648e+01,1.760000000000000175e-01
8.505400000000000205e+01,2.260176984220483853e-01
8.604200000000000159e+01,2.005891323078096977e-01
8.705200000000000671e+01,2.220270253820466888e-01
8.803799999999999670e+01,1.911962342725400110e-01
8.907200000000000273e+01,2.584879107424561950e-01
9.007800000000000296e+01,2.681715868618448351e-01
9.106999999999999318e+01,2.551470164434614385e-01
9.206999999999999318e+01,2.551470164434614385e-01
9.309600000000000364e+01,2.945912422323515023e-01
9.409799999999999898e+01,2.973146481423342702e-01
9.513200000000000500e+01,3.384907679686404713e-01
9.615399999999999636e+01,3.609487498246808368e-01
9.718600000000000705e+01,3.891066691795452281e-01
9.816400000000000148e+01,3.702755730533679457e-01
9.919599999999999795e+01,3.969685126052190927e-01
1.001719999999999970e+02,3.773804446443932981e-01
1.012240000000000038e+02,4.169220550654522683e-01
1.022180000000000035e+02,4.128873938497032436e-01
1.032379999999999995e+02,4.258591316386206027e-01
1.042360000000000042e+02,4.246221850068598869e-01
1.052519999999999953e+02,4.341612603630130574e-01
1.062819999999999965e+02,4.499733325431630182e-01
1.072800000000000011e+02,4.489988864128730550e-01
1.082780000000000058e+02,4.480133926569606628e-01
1.092720000000000056e+02,4.449898875255481334e-01
1.102420000000000044e+02,4.282942913464992674e-01
1.112500000000000000e+02,4.330127018922192983e-01
1.122540000000000049e+02,4.352975993501456697e-01
1.132879999999999967e+02,4.528310943387169885e-01
1.142699999999999960e+02,4.439594576084622823e-01
1.153280000000000030e+02,4.694848240358787117e-01
1.162960000000000065e+02,4.564909637659873565e-01
1.173479999999999990e+02,4.763360158543546996e-01
1.183400000000000034e+02,4.737087712930804217e-01
1.193359999999999985e+02,4.723388614120164197e-01
1.203239999999999981e+02,4.679999999999999716e-01
1.213059999999999974e+02,4.608296865437381817e-01
1.222939999999999969e+02,4.555919226676434231e-01
1.233160000000000025e+02,4.649128950674523697e-01
1.243139999999999930e+02,4.641163647190217900e-01
1.253319999999999936e+02,4.709309928216658947e-01
1.263679999999999950e+02,4.822613399392491895e-01
1.274099999999999966e+02,4.918333050943174967e-01
1.284339999999999975e+02,4.956248581336493153e-01
1.294379999999999882e+02,4.961411089599409019e-01
1.304319999999999879e+02,4.953544185732069449e-01
1.314240000000000066e+02,4.941902467673760513e-01
1.324180000000000064e+02,4.932301693935600140e-01
1.334739999999999895e+02,4.993235424051222782e-01
1.344540000000000077e+02,4.978795034945704412e-01
1.354379999999999882e+02,4.961411089599409019e-01
1.364679999999999893e+02,4.989749492710029433e-01
1.375000000000000000e+02,5.000000000000000000e-01
1.385420000000000016e+02,4.982328772772828818e-01
1.395219999999999914e+02,4.995157655169654709e-01
1.405240000000000009e+02,4.994236678412428132e-01
